,code,category
1117,"public void user_method() throws Throwable user_methodB2G1(); user_methodB2G2(); (); private void user_methodB2G1() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable ); private void user_methodB2G1Sink(int user_variable ) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); private void user_methodB2G2() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable ); private void user_methodB2G2Sink(int user_variable ) throws Throwable if (user_methodB2G2Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); private void () throws Throwable int user_variable; user_variable = 2; Private = true; Sink(user_variable ); private void Sink(int user_variable ) throws Throwable if (Private) int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42; public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
1118,"public void user_method() throws Throwable (); user_methodB2G(); private void Sink() throws Throwable int user_variable = user_variableGoodG2B; int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); private void () throws Throwable int user_variable; user_variable = 2; user_variableGoodG2B = user_variable; Sink(); private void user_methodB2GSink() throws Throwable int user_variable = user_variableGoodB2G; int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); private void user_methodB2G() throws Throwable int user_variable; user_variable = 100; user_variableGoodB2G = user_variable; user_methodB2GSink(); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
1119,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G() throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public int user_methodSource() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); return user_variable; public int Source() throws Throwable int user_variable; user_variable = 2; return user_variable; public int user_methodB2GSource() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); return user_variable;",non-vuln
1120,"public void user_method() throws Throwable user_methodB2G1(); user_methodB2G2(); (); private void user_methodB2G1() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = System.getenv(""ADD""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable ); private void user_methodB2G1Sink(int user_variable ) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G2() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = System.getenv(""ADD""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable ); private void user_methodB2G2Sink(int user_variable ) throws Throwable if (user_methodB2G2Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void () throws Throwable int user_variable; user_variable = 2; Private = true; Sink(user_variable ); private void Sink(int user_variable ) throws Throwable if (Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
1121,"public void user_methodB2GSink(Object user_variableObject ) throws Throwable int user_variable = (Integer)user_variableObject; int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]);",non-vuln
1122,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int array[] =  0, 1, 2, 3, 4 ; IO.writeLine(array[user_variable]); private void user_methodB2G() throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public int user_methodSource() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  InputStreamReader readerInputStream = null; readerInputStream = new InputStreamReader(System.in, ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); return user_variable; public int Source() throws Throwable int user_variable; user_variable = 2; return user_variable; public int user_methodB2GSource() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  InputStreamReader readerInputStream = null; readerInputStream = new InputStreamReader(System.in, ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); return user_variable;",non-vuln
1123,"public void Sink(int user_variableArray[] ) throws Throwable int user_variable = user_variableArray[2]; int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds"");",non-vuln
1124,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void Sink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", user_variable); response.addCookie(cookieSink); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; Sink(user_variable , request, response ); private void user_methodB2GSink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", URLEncoder.encode(user_variable, ""UTF-8"")); response.addCookie(cookieSink); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); user_variable = properties.getProperty(""user_variable""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); user_methodB2GSink(user_variable , request, response ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private String user_methodSource(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); user_variable = properties.getProperty(""user_variable""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); return user_variable;",non-vuln
1125,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void Sink(int user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = 2; Sink(user_variable , request, response ); private void user_methodB2GSink(int user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = request.getParameter(""name""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception reading user_variable from parameter 'name'"", exceptNumberFormat); user_methodB2GSink(user_variable , request, response ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private int user_methodSource(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = request.getParameter(""name""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception reading user_variable from parameter 'name'"", exceptNumberFormat); return user_variable;",non-vuln
1126,"public void user_method() throws Throwable user_methodB2G1(); user_methodB2G2(); (); private void user_methodB2G1() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); String stringNumber = properties.getProperty(""user_variable""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable ); private void user_methodB2G1Sink(int user_variable ) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G2() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); String stringNumber = properties.getProperty(""user_variable""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable ); private void user_methodB2G2Sink(int user_variable ) throws Throwable if (user_methodB2G2Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void () throws Throwable int user_variable; user_variable = 2; Private = true; Sink(user_variable ); private void Sink(int user_variable ) throws Throwable if (Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
1127,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = System.getenv(""ADD""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
1128,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; baseObject.action(user_variable ); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); baseObject.action(user_variable ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public abstract void action(int user_variable ) throws Throwable; public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds"");",non-vuln
1129,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42; private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = System.getProperty(""user.home""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
1130,"public void user_method() throws Throwable user_methodB2G1(); user_methodB2G2(); (); private void user_methodB2G1() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable ); private void user_methodB2G1Sink(int user_variable ) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); private void user_methodB2G2() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable ); private void user_methodB2G2Sink(int user_variable ) throws Throwable if (user_methodB2G2Private) int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); private void () throws Throwable int user_variable; user_variable = 2; Private = true; Sink(user_variable ); private void Sink(int user_variable ) throws Throwable if (Private) int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
1131,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; IO.writeLine(array[user_variable]); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public int user_methodSource(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = request.getParameter(""name""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception reading user_variable from parameter 'name'"", exceptNumberFormat); return user_variable; public int Source(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = 2; return user_variable; public int user_methodB2GSource(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = request.getParameter(""name""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception reading user_variable from parameter 'name'"", exceptNumberFormat); return user_variable;",non-vuln
1132,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) response.addHeader(""Location"", ""/author.jsp?lang="" + user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) user_variable = URLEncoder.encode(user_variable, ""UTF-8""); response.addHeader(""Location"", ""/author.jsp?lang="" + user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public String user_methodSource(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  StringTokenizer tokenizer = new StringTokenizer(request.getQueryString(), ""&""); while (tokenizer.hasMoreTokens()) String token = tokenizer.nextToken();  if(token.startsWith(""id=""))  user_variable = token.substring(3);  break;  return user_variable; public String Source(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; return user_variable; public String user_methodB2GSource(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  StringTokenizer tokenizer = new StringTokenizer(request.getQueryString(), ""&""); while (tokenizer.hasMoreTokens()) String token = tokenizer.nextToken();  if(token.startsWith(""id=""))  user_variable = token.substring(3);  break;  return user_variable;",non-vuln
1133,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) user_variable = URLEncoder.encode(user_variable, ""UTF-8""); response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public String user_methodSource(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Cookie cookieSources[] = request.getCookies(); if (cookieSources != null) user_variable = cookieSources[0].getValue(); return user_variable; public String Source(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; return user_variable; public String user_methodB2GSource(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Cookie cookieSources[] = request.getCookies(); if (cookieSources != null) user_variable = cookieSources[0].getValue(); return user_variable;",non-vuln
1134,"String user_variable = user_variableContainer.containerOne; if (user_variable != null) user_variable = URLEncoder.encode(user_variable, ""UTF-8""); response.addHeader(""Location"", ""/author.jsp?lang="" + user_variable); public static String user_variable;",non-vuln
1135,"public void user_methodSink(byte[] user_variableSerialized , HttpServletRequest request, HttpServletResponse response) throws Throwable ByteArrayInputStream streamByteArrayInput = null; ObjectInputStream streamObjectInput = null; streamByteArrayInput = new ByteArrayInputStream(user_variableSerialized); streamObjectInput = new ObjectInputStream(streamByteArrayInput); String user_variable = (String)streamObjectInput.readObject(); if (user_variable != null) response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable); IO.logger.log(Level.WARNING, ""IOException in deserialization"", exceptIO); IO.logger.log(Level.WARNING, ""ClassNotFoundException in deserialization"", exceptClassNotFound); if (streamObjectInput != null) streamObjectInput.close(); IO.logger.log(Level.WARNING, ""Error closing ObjectInputStream"", exceptIO); if (streamByteArrayInput != null) streamByteArrayInput.close(); IO.logger.log(Level.WARNING, ""Error closing ByteArrayInputStream"", exceptIO);",non-vuln
1136,"public void user_method() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); String stringNumber = properties.getProperty(""user_variable""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); LinkedList<Integer> user_variableLinkedList = new LinkedList<Integer>(); user_variableLinkedList.add(0, user_variable); user_variableLinkedList.add(1, user_variable); user_variableLinkedList.add(2, user_variable);",non-vuln
1137,"public void user_method() throws Throwable (); private void () throws Throwable Connection user_variable= null; user_variable= IO.getDBConnection(); dbConnection.setCatalog(user_variable); IO.logger.log(Level.WARNING, ""Error getting user_variablebase connection"", exceptSql); if (user_variable!= null) dbConnection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public String user_methodSource() throws Throwable String user_variable; user_variable = """";  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); user_variable = resultSet.getString(1); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); return user_variable; public String Source() throws Throwable String user_variable; user_variable = ""foo""; return user_variable;",non-vuln
1138,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G() throws Throwable int user_variable; user_variable = 100; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
